Created by PLY version 3.4 (http://www.dabeaz.com/ply)

Grammar

Rule 0     S' -> Pgm
    PLUS            reduce using rule 45 (SE -> Assign .)
    MINUS           reduce using rule 45 (SE -> Assign .)
    LT              reduce using rule 45 (SE -> Assign .)
    EQ              reduce using rule 45 (SE -> Assign .)
    GT              reduce using rule 45 (SE -> Assign .)
    GTEQ            reduce using rule 45 (SE -> Assign .)
    LTEQ            reduce using rule 45 (SE -> Assign .)
    NEQ             reduce using rule 45 (SE -> Assign .)
    LAND            reduce using rule 45 (SE -> Assign .)
    LOR             reduce using rule 45 (SE -> Assign .)
    MOD             reduce using rule 45 (SE -> Assign .)
    SEMICOLON       reduce using rule 45 (SE -> Assign .)
    DO              reduce using rule 45 (SE -> Assign .)
    RPAREN          reduce using rule 45 (SE -> Assign .)
    THEN            reduce using rule 45 (SE -> Assign .)
    COMMA           reduce using rule 45 (SE -> Assign .)
    RSQR            reduce using rule 45 (SE -> Assign .)


state 81

    (39) Stmt -> Block .

    CLASS           reduce using rule 39 (Stmt -> Block .)
    INT             reduce using rule 39 (Stmt -> Block .)
    BOOL            reduce using rule 39 (Stmt -> Block .)
    VOID            reduce using rule 39 (Stmt -> Block .)
    animal          reduce using rule 39 (Stmt -> Block .)
    dog             reduce using rule 39 (Stmt -> Block .)
    $end            reduce using rule 39 (Stmt -> Block .)
    RCURLY          reduce using rule 39 (Stmt -> Block .)
    WHILE           reduce using rule 39 (Stmt -> Block .)
    PRINT           reduce using rule 39 (Stmt -> Block .)
    LCURLY          reduce using rule 39 (Stmt -> Block .)
    IF              reduce using rule 39 (Stmt -> Block .)
    FOR             reduce using rule 39 (Stmt -> Block .)
    DO              reduce using rule 39 (Stmt -> Block .)
    RETURN          reduce using rule 39 (Stmt -> Block .)
    INC             reduce using rule 39 (Stmt -> Block .)
    DEC             reduce using rule 39 (Stmt -> Block .)
    IDENTIFIER      reduce using rule 39 (Stmt -> Block .)
    LPAREN          reduce using rule 39 (Stmt -> Block .)
    NUMBER          reduce using rule 39 (Stmt -> Block .)
    TRUE            reduce using rule 39 (Stmt -> Block .)
    FALSE           reduce using rule 39 (Stmt -> Block .)
    THIS            reduce using rule 39 (Stmt -> Block .)
    SUPER           reduce using rule 39 (Stmt -> Block .)
    INPUT           reduce using rule 39 (Stmt -> Block .)
    NEW             reduce using rule 39 (Stmt -> Block .)
    ELSE            reduce using rule 39 (Stmt -> Block .)


state 82

    (56) If -> IF . AE THEN Stmt
    (57) If -> IF . AE THEN Stmt ELSE Stmt
    (68) AE -> . AE TIMES AE
    (69) AE -> . AE SLASH AE
    (70) AE -> . AE PLUS AE
    (71) AE -> . AE MINUS AE
    (72) AE -> . AE LT AE
    (73) AE -> . AE EQ AE
    (74) AE -> . AE GT AE
    (75) AE -> . AE GTEQ AE
    (76) AE -> . AE LTEQ AE
    (77) AE -> . AE NEQ AE
    (78) AE -> . AE LAND AE
    (79) AE -> . AE LOR AE
    (80) AE -> . AE MOD AE
    (81) AE -> . MINUS AE
    (82) AE -> . NOT AE
    (83) AE -> . Primary
    (84) AE -> . SE
    (85) AE -> . NewArray
    (86) Primary -> . intconst
    (87) Primary -> . true
    (88) Primary -> . false
    (89) Primary -> . this
    (90) Primary -> . super
    (91) Primary -> . Input
    (92) Primary -> . LPAREN AE RPAREN
    (93) Primary -> . FieldAccess
    (94) Primary -> . ArrayAccess
    (95) Primary -> . NewObject
    (45) SE -> . Assign
    (46) SE -> . MethodCall
    (112) NewArray -> . NEW Type DimExpr Dimstar
    (96) intconst -> . NUMBER
    (97) true -> . TRUE
    (98) false -> . FALSE
    (99) this -> . THIS
    (100) super -> . SUPER
    (101) Input -> . INPUT LPAREN RPAREN
    (103) FieldAccess -> . Primary DOT IDENTIFIER
    (104) FieldAccess -> . IDENTIFIER
    (102) ArrayAccess -> . Primary LSQR AE RSQR
    (110) NewObject -> . NEW animal LPAREN RPAREN
    (111) NewObject -> . NEW dog LPAREN RPAREN
    (47) Assign -> . Lhs EQUALS AE
    (48) Assign -> . Lhs Inc
    (49) Assign -> . Lhs Dec
    (50) Assign -> . Inc Lhs
    (51) Assign -> . Dec Lhs
    (105) MethodCall -> . FieldAccess LPAREN ArgsQ RPAREN
    (66) Lhs -> . FieldAccess
    (67) Lhs -> . ArrayAccess
    (53) Inc -> . INC
    (52) Dec -> . DEC

    MINUS           shift and go to state 98
    NOT             shift and go to state 106
    LPAREN          shift and go to state 74
    NEW             shift and go to state 99
    NUMBER          shift and go to state 55
    TRUE            shift and go to state 89
    FALSE           shift and go to state 83
    THIS            shift and go to state 87
    SUPER           shift and go to state 91
    INPUT           shift and go to state 61
    IDENTIFIER      shift and go to state 69
    INC             shift and go to state 68
    DEC             shift and go to state 62

    false                          shift and go to state 71
    true                           shift and go to state 79
    Input                          shift and go to state 59
    MethodCall                     shift and go to state 63
    super                          shift and go to state 66
    NewArray                       shift and go to state 100
    AE                             shift and go to state 125
    Lhs                            shift and go to state 73
    intconst                       shift and go to state 75
    ArrayAccess                    shift and go to state 103
    Dec                            shift and go to state 78
    Assign                         shift and go to state 80
    this                           shift and go to state 84
    FieldAccess                    shift and go to state 104
    Primary                        shift and go to state 105
    NewObject                      shift and go to state 88
    SE                             shift and go to state 107
    Inc                            shift and go to state 90

state 83

    (98) false -> FALSE .

    DOT             reduce using rule 98 (false -> FALSE .)
    LSQR            reduce using rule 98 (false -> FALSE .)
    TIMES           reduce using rule 98 (false -> FALSE .)
    SLASH           reduce using rule 98 (false -> FALSE .)
    PLUS            reduce using rule 98 (false -> FALSE .)
    MINUS           reduce using rule 98 (false -> FALSE .)
    LT              reduce using rule 98 (false -> FALSE .)
    EQ              reduce using rule 98 (false -> FALSE .)
    GT              reduce using rule 98 (false -> FALSE .)
    GTEQ            reduce using rule 98 (false -> FALSE .)
    LTEQ            reduce using rule 98 (false -> FALSE .)
    NEQ             reduce using rule 98 (false -> FALSE .)
    LAND            reduce using rule 98 (false -> FALSE .)
    LOR             reduce using rule 98 (false -> FALSE .)
    MOD             reduce using rule 98 (false -> FALSE .)
    SEMICOLON       reduce using rule 98 (false -> FALSE .)
    DO              reduce using rule 98 (false -> FALSE .)
    RPAREN          reduce using rule 98 (false -> FALSE .)
    THEN            reduce using rule 98 (false -> FALSE .)
    COMMA           reduce using rule 98 (false -> FALSE .)
    RSQR            reduce using rule 98 (false -> FALSE .)


state 84

    (89) Primary -> this .

    DOT             reduce using rule 89 (Primary -> this .)
    LSQR            reduce using rule 89 (Primary -> this .)
    COMMA           reduce using rule 89 (Primary -> this .)
    TIMES           reduce using rule 89 (Primary -> this .)
    SLASH           reduce using rule 89 (Primary -> this .)
    PLUS            reduce using rule 89 (Primary -> this .)
    MINUS           reduce using rule 89 (Primary -> this .)
    LT              reduce using rule 89 (Primary -> this .)
    EQ              reduce using rule 89 (Primary -> this .)
    GT              reduce using rule 89 (Primary -> this .)
    GTEQ            reduce using rule 89 (Primary -> this .)
    LTEQ            reduce using rule 89 (Primary -> this .)
    NEQ             reduce using rule 89 (Primary -> this .)
    LAND            reduce using rule 89 (Primary -> this .)
    LOR             reduce using rule 89 (Primary -> this .)
    MOD             reduce using rule 89 (Primary -> this .)
    RPAREN          reduce using rule 89 (Primary -> this .)
    SEMICOLON       reduce using rule 89 (Primary -> this .)
    DO              reduce using rule 89 (Primary -> this .)
    THEN            reduce using rule 89 (Primary -> this .)
    RSQR            reduce using rule 89 (Primary -> this .)


state 85

    (105) MethodCall -> FieldAccess . LPAREN ArgsQ RPAREN
    (66) Lhs -> FieldAccess .
    (93) Primary -> FieldAccess .

    LPAREN          shift and go to state 126
    EQUALS          reduce using rule 66 (Lhs -> FieldAccess .)
    INC             reduce using rule 66 (Lhs -> FieldAccess .)
    DEC             reduce using rule 66 (Lhs -> FieldAccess .)
    DOT             reduce using rule 93 (Primary -> FieldAccess .)
    LSQR            reduce using rule 93 (Primary -> FieldAccess .)


state 86

    (103) FieldAccess -> Primary . DOT IDENTIFIER
    (102) ArrayAccess -> Primary . LSQR AE RSQR

    DOT             shift and go to state 128
    LSQR            shift and go to state 127


state 87

    (99) this -> THIS .

    DOT             reduce using rule 99 (this -> THIS .)
    LSQR            reduce using rule 99 (this -> THIS .)
    TIMES           reduce using rule 99 (this -> THIS .)
    SLASH           reduce using rule 99 (this -> THIS .)
    PLUS            reduce using rule 99 (this -> THIS .)
    MINUS           reduce using rule 99 (this -> THIS .)
    LT              reduce using rule 99 (this -> THIS .)
    EQ              reduce using rule 99 (this -> THIS .)
    GT              reduce using rule 99 (this -> THIS .)
    GTEQ            reduce using rule 99 (this -> THIS .)
    LTEQ            reduce using rule 99 (this -> THIS .)
    NEQ             reduce using rule 99 (this -> THIS .)
    LAND            reduce using rule 99 (this -> THIS .)
    LOR             reduce using rule 99 (this -> THIS .)
    MOD             reduce using rule 99 (this -> THIS .)
    SEMICOLON       reduce using rule 99 (this -> THIS .)
    DO              reduce using rule 99 (this -> THIS .)
    RPAREN          reduce using rule 99 (this -> THIS .)
    THEN            reduce using rule 99 (this -> THIS .)
    COMMA           reduce using rule 99 (this -> THIS .)
    RSQR            reduce using rule 99 (this -> THIS .)


state 88

    (95) Primary -> NewObject .

    DOT             reduce using rule 95 (Primary -> NewObject .)
    LSQR            reduce using rule 95 (Primary -> NewObject .)
    COMMA           reduce using rule 95 (Primary -> NewObject .)
    TIMES           reduce using rule 95 (Primary -> NewObject .)
    SLASH           reduce using rule 95 (Primary -> NewObject .)
    PLUS            reduce using rule 95 (Primary -> NewObject .)
    MINUS           reduce using rule 95 (Primary -> NewObject .)
    LT              reduce using rule 95 (Primary -> NewObject .)
    EQ              reduce using rule 95 (Primary -> NewObject .)
    GT              reduce using rule 95 (Primary -> NewObject .)
    GTEQ            reduce using rule 95 (Primary -> NewObject .)
    LTEQ            reduce using rule 95 (Primary -> NewObject .)
    NEQ             reduce using rule 95 (Primary -> NewObject .)
    LAND            reduce using rule 95 (Primary -> NewObject .)
    LOR             reduce using rule 95 (Primary -> NewObject .)
    MOD             reduce using rule 95 (Primary -> NewObject .)
    RPAREN          reduce using rule 95 (Primary -> NewObject .)
    SEMICOLON       reduce using rule 95 (Primary -> NewObject .)
    DO              reduce using rule 95 (Primary -> NewObject .)
    THEN            reduce using rule 95 (Primary -> NewObject .)
    RSQR            reduce using rule 95 (Primary -> NewObject .)


state 89

    (97) true -> TRUE .

    DOT             reduce using rule 97 (true -> TRUE .)
    LSQR            reduce using rule 97 (true -> TRUE .)
    TIMES           reduce using rule 97 (true -> TRUE .)
